,target
218254,0
237812,0
109364,0
50533,0
174440,0
171686,0
180318,0
140427,0
215228,0
85999,0
53999,0
88826,0
302522,0
215142,0
341180,0
139043,0
257355,0
27094,0
363756,0
15778,0
78786,0
320586,0
98688,0
191825,0
223725,0
156113,0
210274,0
72591,0
214425,0
297815,0
222816,0
12004,0
369465,0
383216,0
385983,0
275079,0
98554,0
206119,0
14452,0
120814,0
266587,0
62445,0
245975,0
222112,0
392785,0
220554,0
193463,0
185922,0
355491,0
213435,0
232355,0
97390,0
317853,0
309047,0
100477,0
388367,0
26341,0
23325,0
267564,0
360329,0
82661,0
81455,0
362524,0
371109,0
6424,0
181545,0
50789,0
300103,0
71034,0
192564,0
192636,0
114863,0
90891,0
161341,0
228624,0
194220,0
313600,0
38101,0
127309,0
126837,0
311341,0
218319,0
391429,0
276681,0
223329,0
242016,0
101202,0
64585,0
391374,0
175127,0
42238,0
130531,0
315872,0
347417,0
102752,0
53018,0
304832,0
209291,0
185595,0
375194,0
112642,0
152039,0
175548,0
138416,0
366038,0
262681,0
136816,0
296647,1
52890,0
190519,0
9775,0
150101,0
208828,0
81005,0
270548,0
382169,0
6192,0
74253,0
327687,0
307135,0
134897,0
336478,0
16122,0
61106,0
233629,0
201909,0
26195,0
37299,0
102869,0
231332,0
333492,0
140070,0
210329,0
214751,0
333282,0
256385,0
135616,0
79357,0
63560,0
369533,0
385251,0
267813,0
14583,0
195345,0
258070,0
34965,0
357522,0
278052,0
90831,0
97355,0
70152,0
282813,0
289143,0
6845,0
366074,0
278614,1
202783,0
16817,0
113673,0
59289,0
216815,0
285663,0
227033,1
60167,0
3245,0
384630,0
49987,0
179103,0
216407,0
370850,0
13967,0
347276,0
80831,0
381852,0
123267,0
382577,0
352867,0
65401,0
195593,0
259124,0
146683,0
331759,0
140047,0
190381,0
9290,0
27986,0
344466,0
241379,0
186378,0
374107,0
344891,0
284146,0
122217,0
8392,0
133274,0
367671,0
221436,0
331948,0
24185,0
386309,0
194267,0
29408,0
286860,0
91126,0
291429,0
256417,0
238682,0
246573,0
193096,0
35785,0
168809,0
365911,0
25118,0
131353,0
148628,0
306359,0
124369,0
86042,0
227603,0
204749,0
266874,0
103937,0
122376,0
192060,0
223716,0
358079,0
176165,0
62468,0
235549,0
315717,0
82956,0
24350,0
87978,0
84818,0
43202,0
332232,0
322465,0
257165,0
175626,0
26710,0
327597,0
278881,0
180402,1
328415,0
149212,0
202099,0
13476,0
28116,0
147010,0
175351,0
85310,0
65911,0
162387,0
72653,0
224666,0
229994,0
321124,0
96639,0
98883,0
220796,0
245807,0
175153,0
315680,0
85994,0
375305,0
100851,0
123197,0
293397,0
127378,0
321648,0
307657,0
102148,0
231537,0
72480,0
358639,0
271258,0
239153,0
374055,0
337507,0
324366,0
137900,0
345005,0
236423,0
39693,0
183357,0
188845,0
162639,0
281590,0
303659,0
283518,0
354943,0
185688,0
386688,0
22499,0
232311,0
187215,0
60576,0
119838,1
201147,0
150892,0
118117,0
64000,0
109721,0
90744,0
376531,0
199523,0
208454,0
337969,0
168013,0
14008,0
306845,0
298657,0
371802,0
369258,0
14115,0
110250,0
185765,0
175653,0
105214,0
284611,0
306380,0
27066,0
39947,0
77728,0
71751,0
17366,0
116911,0
219843,0
43415,0
210605,0
388329,0
22378,0
378230,0
194397,0
83550,0
125617,0
356440,0
205018,0
343405,0
321370,0
313989,0
176390,0
262334,0
7047,0
193401,0
312813,0
268578,0
116069,0
251866,0
63808,0
159971,0
387504,0
356545,0
227724,0
252475,0
221675,0
278575,0
220087,0
174898,0
50036,0
230487,0
301558,0
178587,0
156834,0
71407,0
339089,0
60859,0
70619,0
56522,0
141446,0
172350,0
246383,0
271449,0
12923,0
268975,0
102621,0
379014,0
269141,0
45934,0
163778,0
80740,0
337578,0
170265,0
62861,0
237275,0
1952,0
119920,0
108180,0
71474,0
391815,0
333798,0
152769,0
6745,0
218289,0
382624,0
115071,0
151530,0
155907,0
124511,0
229342,0
137842,0
59120,0
204196,0
220856,0
117859,0
338247,0
21317,0
80401,0
242621,0
263652,0
218442,0
132613,0
86064,0
123349,0
44442,0
145051,1
319443,0
188207,0
4668,0
66007,0
336582,0
62307,0
2197,0
268408,0
83066,0
380456,0
193528,0
359649,0
186795,0
21774,0
283409,0
246000,0
338074,0
324132,0
185364,0
8450,0
377178,0
300365,0
224712,0
9988,0
293432,0
217375,0
315993,0
129024,0
312675,0
325993,0
271432,0
287076,0
222528,0
39885,0
155126,0
57843,0
347509,0
392551,0
349172,0
222649,0
342375,0
82745,0
45760,0
148871,0
81146,0
112787,0
106810,0
333010,0
150207,0
113808,0
345503,0
103965,1
315310,0
17381,0
159131,0
114553,0
206891,0
150877,0
274451,0
354634,0
254927,0
139953,0
5784,0
121665,0
61393,0
153368,0
236646,0
22668,0
29117,0
109507,0
392366,0
295774,0
390107,0
147923,0
380028,0
197585,0
372685,0
166721,0
178948,0
111761,0
2757,0
251218,0
299827,0
32536,0
209859,0
103248,0
258874,0
375828,0
17802,0
360300,0
245044,0
173338,0
83208,0
374764,0
27171,0
159047,0
231228,0
340667,0
287360,0
355646,0
106819,0
148659,0
257511,0
385244,0
127766,0
319099,0
313732,0
223414,0
173105,0
210496,0
127265,0
248516,0
139403,0
252790,0
148832,0
278776,0
104051,0
350121,0
285630,0
264895,0
182727,0
229074,0
103022,0
351241,0
386020,0
172075,0
324195,0
76754,0
73752,0
229018,0
41105,0
336690,0
48611,0
176397,0
331843,0
178290,0
212762,0
232795,0
261071,0
112758,0
91360,0
138004,0
83106,0
21668,0
226201,0
248880,0
82415,0
66093,0
102355,0
146923,0
242179,0
70484,0
287269,0
98915,0
29751,0
271891,0
27020,0
10426,0
111460,0
384938,0
19914,0
195381,0
311553,0
381893,0
179713,0
269400,0
34543,0
391560,0
298089,0
304911,0
252575,0
161377,0
39244,0
252023,0
242096,0
7631,0
73371,0
66290,0
208461,0
106425,0
342571,0
116517,0
174180,0
159936,0
214273,0
233297,0
378522,0
227977,0
106751,0
153648,0
272591,0
43047,0
179336,0
347091,0
320015,0
152759,0
56958,0
107818,0
258118,0
249760,0
200531,0
48917,0
243944,0
305852,0
342106,0
68782,0
42718,0
103770,0
187179,0
295685,0
289619,0
368353,0
187896,0
243073,0
61304,0
340780,0
72479,0
230909,0
144732,0
101567,0
347940,0
146907,0
24795,0
252364,0
73062,0
387068,0
116378,0
203919,0
144520,0
38623,0
27549,0
242222,0
199363,1
315634,0
133604,0
70980,0
363039,0
145277,0
350062,0
376478,0
361733,0
259252,0
64923,0
60191,0
183865,0
10275,0
265549,0
267671,0
304780,0
276294,0
172502,0
126008,0
60231,0
357365,0
145387,0
5775,0
49982,0
7300,0
118835,0
265234,0
330539,0
312459,0
244263,0
247699,0
220004,0
132129,0
251827,0
346878,0
243941,0
60181,0
207314,0
60867,0
224410,0
340985,0
40761,0
92571,0
316581,0
343791,0
47690,0
43989,0
356226,0
82487,0
364478,0
208811,0
389954,0
86171,0
127403,0
326104,0
94864,0
125301,0
326630,0
233322,0
338304,0
212855,0
252988,0
226026,0
19939,0
177554,0
287596,0
278145,0
33761,0
320259,0
84978,0
220352,0
12268,0
201931,0
265972,0
237307,0
51560,0
287128,0
365723,0
35174,0
377329,0
386292,0
242932,0
246663,0
152482,0
268735,0
260195,0
38838,0
346519,0
31381,0
71808,0
201418,0
286313,0
365581,0
190802,0
11710,0
192715,0
52303,0
28247,0
369735,0
385682,0
150316,0
39432,0
356311,0
226880,0
250155,0
64948,0
45435,0
113119,0
106742,0
333446,0
98969,0
146173,0
265348,0
39723,0
251236,0
62193,0
73084,0
61089,0
172570,0
143352,0
68777,0
338834,0
248419,0
56367,0
307840,0
228809,0
215715,0
87571,0
354843,0
212256,0
89485,0
299093,0
205706,0
30837,0
285470,0
204772,0
72892,0
290714,0
18732,0
145776,0
274284,0
67555,0
273501,0
241417,0
390336,0
355288,0
287139,0
49373,0
150683,0
271267,0
198090,0
205123,0
68413,0
68016,0
267201,0
211918,0
160900,0
82759,0
346063,0
34914,0
356408,0
157845,0
243271,0
19232,0
380311,0
388789,0
31908,0
246511,0
145682,0
210512,0
101975,0
42654,0
338868,0
173667,0
8918,0
312562,0
65723,0
382897,0
309288,0
127770,0
88012,0
20506,0
310507,0
118726,0
289424,0
137624,0
203606,0
82974,0
51327,0
141919,0
251744,0
312604,0
293073,0
14649,0
384918,0
219503,0
251532,0
156254,0
273701,0
100985,0
120213,0
252280,0
63033,0
128364,0
321137,0
241394,0
196323,0
17541,0
9725,0
84044,0
151612,0
234661,0
87555,0
26378,0
47972,0
233545,0
242279,0
89752,0
52855,0
66806,0
90084,0
166885,0
81354,0
6939,0
14607,0
84740,0
44174,0
149272,0
74802,0
132196,0
53696,0
284953,0
76067,0
16402,0
149528,0
324959,0
72875,0
111073,0
45654,0
185126,0
135232,0
342156,0
265937,0
11197,0
263778,0
253055,0
204574,0
46342,0
296350,0
121914,0
136114,0
114425,0
185833,0
59931,0
74783,0
287458,0
176886,0
144504,1
142353,0
164661,0
281372,0
9170,0
250629,0
128556,0
315727,0
184602,0
236778,0
169175,0
137122,0
313890,0
122567,0
206948,0
70776,0
197866,0
203846,1
202037,0
18647,0
216725,0
66186,0
289171,0
91566,0
386649,0
199947,0
290284,0
99519,0
169436,0
278909,0
324401,0
310889,0
326838,0
350672,0
359661,0
366012,0
48690,0
155879,0
345097,0
183789,0
219283,0
46969,0
129037,0
27452,0
361888,0
332794,0
83485,0
264784,0
45305,0
162296,0
176916,0
135273,0
104112,0
221285,0
59593,0
169327,0
109736,0
101725,0
313743,0
77630,0
137647,0
132067,0
306991,0
247547,0
158055,0
93097,0
173111,0
241335,0
7174,0
55019,0
336053,0
60003,0
299918,0
73635,0
2402,0
45429,0
34142,0
392773,0
105217,0
207531,0
371516,0
267342,0
136505,0
148644,0
203418,0
175362,0
22031,0
254124,0
282579,0
10708,0
75252,0
83418,0
325572,0
155274,0
269275,0
271976,0
139539,0
330905,0
219140,0
60287,0
325275,0
318494,1
2755,0
256745,0
96771,0
278386,0
283463,0
129624,0
283858,0
238594,0
61195,0
46914,0
148681,0
32946,0
162574,0
49111,0
389965,0
328617,0
221686,0
27124,0
303925,0
171540,0
298534,0
301464,0
338606,0
288956,0
185895,0
49243,0
321581,0
63658,0
90270,0
253473,0
391885,0
153198,0
152486,0
271172,0
80315,0
348678,0
278446,0
222023,0
146745,0
355008,0
91188,0
272713,0
1775,0
301,0
334053,0
279165,0
384381,0
261239,0
39197,0
61562,0
361919,0
218041,0
62646,0
2849,0
312612,0
199394,0
16926,0
318590,0
199344,0
275088,0
386059,0
202186,0
170518,0
301570,0
249347,0
239712,0
105710,0
213514,0
54626,1
171507,0
172150,0
340065,0
106787,0
243301,0
175266,0
249331,0
350761,0
362209,0
357017,0
97813,0
39095,0
238365,0
250778,0
156977,0
214501,0
84572,1
145324,0
379022,0
62709,0
239421,0
68165,0
176421,0
222303,0
180309,0
191316,0
205835,0
344330,0
160790,0
327113,0
96875,0
19808,0
89023,0
150623,0
76547,0
346034,0
252992,0
89995,0
85236,0
255139,0
32593,0
261036,0
384124,0
325043,0
328367,0
305486,0
370183,0
284813,0
31976,0
113944,0
323357,0
322827,0
60496,0
378755,0
347413,0
59915,0
193583,0
360267,0
122991,0
164832,0
345073,0
99681,0
266253,0
119276,0
149979,0
20598,0
182767,0
209465,0
391982,0
74756,0
157940,0
21144,0
65843,0
328615,0
108077,0
50428,0
325253,0
334426,0
104227,0
279248,0
142394,0
214509,0
197598,0
347225,0
92404,0
14517,0
242685,0
323565,0
11420,0
383575,0
182336,0
4337,0
227276,0
292016,0
211633,0
205111,0
162429,0
223229,0
15391,0
310132,0
254882,0
77899,0
294575,0
128968,0
23115,0
113704,0
190243,0
120902,0
358826,0
168134,0
137835,0
313578,0
104908,0
365840,0
368170,0
56355,0
205693,0
303367,0
275965,0
38652,0
315180,0
283915,0
185797,0
117052,0
262965,0
387748,0
313275,0
199702,0
271670,0
40339,0
96202,0
100713,0
113566,0
76537,0
295638,0
165442,0
192334,0
9986,0
18454,0
25455,0
4882,0
121426,0
172619,0
360317,0
254758,0
253041,0
109490,0
190413,0
270977,0
66249,0
122494,0
68268,0
366404,0
175522,0
65280,0
116413,0
353269,0
111808,0
29568,0
50164,0
255332,0
249648,0
13801,0
212205,0
102294,0
320812,0
232454,0
112350,0
161478,0
220371,0
65683,0
137851,0
297086,0
348472,0
178342,0
126682,0
382979,0
69758,0
155534,0
345394,0
259322,0
320397,0
392207,0
172760,0
325419,0
197179,0
24116,0
51343,0
112701,1
344061,0
115548,0
28180,0
125588,0
319425,0
197149,0
245269,0
227100,0
360489,0
111116,0
193003,0
211298,0
163358,0
29296,0
7191,0
241897,0
1654,0
218843,0
377733,0
318181,0
253320,0
13612,0
373921,0
231054,0
114417,0
301126,0
377588,0
192120,0
252462,0
328891,0
186783,0
137153,0
212341,0
849,0
324730,0
239848,0
382196,0
240295,0
95018,0
194008,0
19107,0
392032,0
317359,0
87476,0
341845,0
207035,0
261412,0
221067,0
337449,0
51677,0
59340,0
333514,0
265361,0
279557,0
118169,0
108979,0
211017,0
61716,0
315354,0
133967,0
51757,0
40572,0
302700,0
219211,0
314146,0
343223,0
82156,0
231964,0
370835,0
162434,0
133493,0
68051,0
358535,0
244436,1
159634,0
35354,0
152196,0
388701,0
369093,0
382422,0
214783,1
63177,0
374607,0
138467,0
180762,0
369607,0
166409,0
15071,0
101101,0
149552,0
200290,0
171651,0
264491,0
113693,0
286660,0
30939,0
282290,0
128199,0
130290,0
45400,0
328254,0
277273,0
160225,0
282767,0
118887,0
282805,0
123989,0
320458,0
258784,0
309406,0
335382,0
132202,0
106789,0
360340,0
150995,0
314058,0
323888,0
165585,1
349401,0
77639,0
273870,0
80052,0
192762,0
122568,0
209862,0
23144,0
332605,0
17705,0
362750,0
186426,0
272752,0
257486,0
7686,0
158763,0
125160,0
126129,0
68872,0
85710,0
194182,0
199425,0
131676,0
224066,0
122419,0
263897,0
65813,0
164727,0
87866,0
28024,0
183163,0
159107,0
52407,0
161114,0
131853,0
85026,0
335892,0
220717,0
78846,0
273912,0
209676,0
368544,0
30024,0
92644,0
154601,0
274916,0
261615,0
186711,0
56848,0
302777,0
261832,0
150430,0
99443,0
236443,0
63288,0
67252,0
162189,0
342411,0
115115,0
25962,0
42061,1
30019,0
235437,0
226298,0
102912,0
109466,0
265894,0
33257,0
205224,0
334418,0
329361,0
111107,0
34515,0
255500,0
2729,0
165089,0
91007,0
296857,0
15319,0
118882,0
271312,0
291655,0
249396,0
313596,0
240324,0
325907,0
193527,0
108599,0
75360,0
164877,0
332372,0
216966,0
149139,0
198570,0
205392,0
66584,0
231137,0
43753,0
3084,0
265885,0
129243,0
46827,0
69412,0
224684,0
30307,0
259208,0
8659,0
85698,0
294960,0
257721,0
146876,0
331755,0
157503,0
203307,0
292052,0
201192,0
189962,0
325227,0
20177,0
98773,0
188748,0
127459,0
47428,0
253237,0
159204,0
94437,0
249381,0
168777,0
104210,0
94676,0
86979,0
327521,0
243407,0
173238,0
57449,0
157661,0
281825,0
51164,0
312773,0
322485,0
357708,0
215239,0
276679,0
292416,0
156352,0
79674,0
232496,0
219458,0
103610,0
239911,0
43018,0
19240,0
202504,0
23669,0
322508,0
8065,0
107214,0
281672,0
49493,0
105211,0
79806,0
316417,0
232391,0
96341,0
322207,0
179781,0
299349,0
51275,0
127558,0
362131,0
137932,0
162559,0
356057,0
345683,0
6789,0
147131,0
162636,0
70918,0
82723,0
62252,0
318061,0
121434,0
143769,0
60454,0
260463,0
221868,0
163709,0
68240,0
264803,0
140064,0
165847,0
250309,0
168814,0
378602,0
272634,0
363572,0
382777,0
286380,0
76091,0
299943,0
25341,0
5040,0
370725,0
30281,0
257352,0
361791,0
359623,0
84613,0
15773,0
283421,0
191520,0
187607,0
354950,0
36019,0
57872,0
44210,0
121159,0
74712,0
227558,0
162719,0
186733,0
252341,0
135676,0
10055,0
384032,0
211285,0
58538,0
115826,0
199747,0
250395,0
201649,0
288218,0
65087,0
196786,0
331705,0
379394,0
110912,0
271802,0
187784,0
174215,0
109740,0
380894,0
55754,0
131017,0
108232,0
2912,0
257418,0
279946,0
28240,0
190972,0
221044,0
96735,0
242001,1
20985,0
280282,0
219927,0
177708,0
294763,0
160668,0
343431,0
270890,0
198370,0
66719,0
51679,0
276784,0
111677,0
29803,0
342068,0
365228,0
224331,0
215448,0
313053,1
323785,0
9823,0
81842,0
187934,0
381611,0
92201,0
361395,0
321842,0
214959,0
367976,0
354924,0
247048,0
67517,0
366784,0
319152,0
277700,0
140426,0
11460,0
90498,0
12785,0
44020,0
141867,0
10247,0
381259,0
75547,0
325700,0
289430,0
195450,0
57223,0
228737,1
304707,0
22779,0
110079,0
351148,0
15467,1
298740,0
243951,0
17849,0
328876,0
328470,0
363694,0
312126,0
384878,0
127827,0
190919,0
51316,0
74544,0
55549,0
318446,0
37604,0
77971,0
27046,0
323008,0
105943,0
163254,0
274385,0
25400,0
206080,0
41405,0
152181,0
390569,0
238964,0
237854,0
208694,0
276119,0
332055,0
159422,0
299312,0
303789,0
144283,0
173452,0
217948,0
16018,0
363092,0
188890,0
1717,0
147614,0
62174,0
6426,0
109547,0
225869,0
196741,0
167083,0
374675,0
185812,0
84943,0
324395,0
294809,0
74319,0
377869,0
187203,0
102336,0
46252,0
303153,0
47836,0
222529,0
333353,0
125545,0
314166,0
130327,0
282206,0
354914,0
341746,0
19198,0
83839,0
220719,0
200765,0
357064,0
53559,0
137559,0
260015,0
16607,0
212329,0
210873,0
321572,0
381156,0
290563,0
280514,0
47208,0
378416,0
101782,0
158326,0
183550,0
13832,0
97948,0
157905,0
239137,0
167816,0
281059,0
351169,0
52938,0
260674,0
167079,0
150673,0
302809,0
1960,0
386608,0
31591,0
250717,0
385162,0
160208,0
32443,0
216500,0
134436,0
110012,0
27473,0
43729,0
30644,0
289147,0
130815,0
125504,0
189291,0
294722,0
333391,0
124315,0
169138,0
370303,0
39209,0
186888,0
85838,0
135457,0
390522,0
154259,0
113912,0
108932,0
179391,0
76864,0
239175,0
207357,0
131352,0
160684,0
210094,0
228011,0
79375,0
345520,0
176008,0
223668,0
320335,0
57727,0
78649,0
355987,0
59557,1
8423,0
341784,0
53710,0
345213,0
136971,0
165718,0
129235,0
319593,0
219165,0
306542,1
59075,0
163228,0
344653,0
358521,1
294925,0
348497,0
110192,0
275555,0
226276,0
9421,0
123985,0
317535,0
334470,0
117136,0
76531,0
233706,0
174189,0
377420,0
219296,0
267479,0
318602,0
270887,0
307624,0
26787,0
338252,0
340112,0
40325,0
378621,0
194847,0
246543,0
7680,0
263633,0
181865,0
210114,0
4765,0
152198,0
312621,0
376747,0
315792,0
171333,0
73628,0
12555,1
233066,0
146982,0
330722,0
295003,0
131609,0
334978,0
268962,0
24699,0
106355,0
258870,0
203528,0
377129,0
34407,1
69371,0
332503,0
241439,0
359741,0
234973,0
276793,0
231066,0
236810,0
209766,0
391341,0
292363,0
104750,0
122862,0
294747,0
26865,0
112719,0
190790,0
390213,0
145392,0
270331,0
231052,0
327670,0
73658,0
201002,0
234857,0
176216,0
267146,0
253954,0
10800,0
37154,0
301361,0
51978,0
349682,0
325067,0
223738,0
273374,0
252524,0
169891,0
82854,0
22305,0
298406,1
155902,0
17321,0
27699,0
156624,0
74699,0
369085,0
371898,0
60400,0
82905,0
251666,0
71183,0
296049,0
360731,0
333877,0
168760,0
387059,0
5598,0
115234,0
94008,0
70498,0
319925,0
302495,0
132932,0
118202,0
266792,0
3927,0
238540,0
196172,0
83143,0
73446,0
80717,0
147850,0
331,0
290943,0
372927,0
283056,0
118662,0
328819,0
365547,0
26953,0
175679,0
112352,0
228202,0
33692,0
184383,0
350673,0
291442,0
209616,0
245900,0
279812,0
30407,0
136797,0
297229,0
89387,0
185228,0
370057,0
309297,0
94018,0
361520,0
328351,0
214729,0
74219,0
120115,0
28002,0
145880,0
387666,0
357838,0
230917,0
345792,0
6752,0
205680,0
91971,0
296317,0
254655,0
337252,0
169075,0
1315,0
228519,0
31846,0
355977,0
47228,0
388778,0
256801,0
21403,0
374256,0
253022,0
44129,0
20277,0
215116,0
119911,0
9342,0
113498,0
136197,0
26871,0
29678,0
98139,0
64714,0
247529,0
105879,0
1482,0
8631,0
369632,0
255195,0
382941,0
175584,0
31466,0
42962,0
349271,0
103914,0
253669,0
74738,0
58224,0
346767,0
272648,0
107841,0
98711,0
281527,0
43665,0
6006,0
144273,0
349124,0
248343,0
189797,0
144069,0
259663,0
205350,0
29698,0
273685,0
316146,0
310993,0
56846,0
55648,0
184318,0
110144,0
275675,0
70856,0
181031,0
238357,0
296012,0
287566,0
185148,0
104323,0
287666,0
266060,0
130237,0
71578,0
63251,0
329402,0
286948,0
286410,0
15135,0
86430,0
83764,0
298096,0
15446,0
34606,0
51902,0
198997,0
226757,0
339290,0
89344,0
28822,0
245737,0
187647,0
304518,0
217124,0
241201,0
97896,0
212966,0
168704,0
87641,0
27376,0
163208,0
335180,0
225733,0
308429,0
83590,0
186098,0
351836,0
118253,0
250579,0
359500,0
20324,0
68860,0
308843,0
26426,0
95035,0
49823,0
322350,0
320947,0
260924,0
238840,0
220771,0
291140,0
141900,0
373783,0
75533,0
88604,0
228218,0
215200,0
227260,0
77170,0
47548,0
7359,0
211506,0
208325,0
261264,0
216852,0
19948,0
157032,0
377534,0
70270,0
109798,0
4498,0
89181,0
269172,0
20155,0
223065,0
318812,0
97936,0
308094,0
85869,0
83884,0
164567,0
12018,0
66406,0
177396,0
63160,0
256644,0
308975,0
204390,0
45629,0
318406,0
90755,0
207540,0
269469,0
52860,0
351830,0
79049,0
262181,0
39726,0
316059,0
92254,0
44227,0
25849,0
150095,0
131804,0
334911,0
71533,0
105355,0
164717,0
141572,0
373266,0
336030,0
210199,0
67522,0
272361,0
325544,0
196272,0
21310,0
177303,0
339377,0
198014,0
65160,0
204640,0
196244,0
289185,0
62115,0
20692,0
128967,0
299873,0
190542,0
3839,0
371823,0
66933,0
156218,0
130428,0
287512,0
243538,0
253190,0
155743,0
20988,0
157965,0
381889,0
389061,0
101872,0
282481,0
80212,0
48508,0
223032,0
8342,0
355721,0
213986,0
300135,0
347557,0
169310,0
206131,0
350448,0
154808,0
65318,0
309265,0
224720,0
285063,0
88951,0
123288,0
350329,0
176103,0
167488,0
248659,0
323598,0
20466,0
113357,0
64216,0
339009,0
291789,0
236346,0
364713,0
324840,0
182207,0
208598,0
340884,0
322548,0
202721,0
81209,0
23641,0
391159,0
7653,0
20530,0
40626,0
45491,0
335489,0
289572,0
310521,0
294877,0
209737,0
80640,0
146736,0
292313,0
241263,0
212747,0
211199,0
10885,0
307335,0
295019,0
250282,0
228142,0
112322,0
365126,0
270580,0
166377,0
227054,0
100323,0
92405,0
352111,0
163331,0
382498,0
15015,0
159682,0
307057,0
48722,0
96785,0
52306,0
108005,0
60686,0
289791,0
287623,0
239058,0
179214,0
207970,0
308328,0
77489,0
212874,1
7142,0
245851,0
31082,0
369540,0
29269,0
80342,0
373186,0
346108,0
3977,0
289895,0
268256,0
34058,0
355656,0
251113,0
142151,0
77689,0
279486,0
93704,0
194496,0
285133,0
224124,0
199580,0
35374,0
297820,0
227942,0
82557,0
105726,0
137440,0
131274,0
73949,0
355819,0
87739,0
270366,0
11258,0
217220,0
185640,0
123555,0
189212,0
214680,0
371409,0
277307,0
145609,0
317708,0
382765,0
268683,0
89296,0
373390,0
234103,0
282282,0
338843,0
369847,0
331131,0
2163,0
127267,0
32157,0
17576,0
233240,0
347066,0
288248,0
17524,0
174932,0
130355,0
271694,0
314032,0
100790,0
247278,0
155459,0
244698,0
200506,0
267528,0
12402,0
382473,0
348773,0
323065,0
60201,0
45490,0
93012,0
73146,0
14637,0
29934,0
286808,0
109520,0
347745,0
194640,0
122935,0
379969,0
342651,0
105389,0
376249,0
149732,0
68377,0
381402,0
22242,0
243798,0
360092,0
321619,0
287486,0
130430,0
366170,0
33679,0
36002,0
83428,0
313154,1
259024,0
274559,0
297620,0
235165,0
228604,0
163352,0
209487,0
275768,0
256718,0
16170,0
373893,0
32035,0
726,0
66764,0
10441,0
12229,0
257454,0
213155,0
133497,0
184373,0
164495,0
275335,0
115572,0
154169,0
124635,0
312502,0
189279,0
131429,0
27785,0
6425,0
45445,0
382596,0
19693,0
20979,0
284160,0
191428,0
221718,0
378619,0
159506,0
216074,0
202355,0
162110,1
1078,0
369846,0
227644,0
331820,0
170134,0
328083,0
351324,0
303189,0
92962,1
282739,0
195499,0
74005,0
152330,0
181585,0
56537,0
370152,0
236100,0
74155,0
158425,0
76421,0
381835,0
304933,0
45849,0
201073,0
244207,0
42969,0
186323,0
46962,0
332574,0
248061,0
319315,0
264941,0
300969,0
335767,0
199840,0
224318,0
13487,0
47705,0
255911,0
366415,0
5347,0
259882,0
210454,0
308249,0
295170,0
197175,0
211648,0
332434,0
235853,0
56604,0
314368,0
174185,0
200867,0
163553,0
140502,0
148618,0
79719,0
94749,0
127019,0
173797,0
251215,0
171954,0
64889,0
276226,0
332897,0
285290,0
38517,0
60418,0
227860,0
92555,0
131920,0
196095,0
235746,0
165054,0
154427,0
240742,0
148842,0
52884,0
101012,0
360958,0
17935,0
284606,0
48138,0
281625,0
65879,0
250928,0
299407,0
277302,0
28483,0
4935,0
170896,0
21958,0
254824,0
337070,0
285522,0
273266,0
309488,0
53636,0
60623,0
76535,0
280699,0
348748,0
251940,0
232444,0
311399,0
351706,0
46986,0
17982,0
191776,0
61752,0
146849,0
84900,0
85527,0
339899,0
358961,0
97289,0
108153,0
254864,0
106454,0
76889,0
169986,0
61075,0
353022,0
23205,0
332927,0
343957,0
10190,0
243054,0
33405,0
215157,0
169766,0
86344,0
132713,0
375552,0
14064,0
38047,0
5633,0
275890,0
16706,0
112920,0
306073,0
377709,0
352411,0
163819,0
254841,0
291944,0
71136,0
309359,0
310515,0
180074,0
105302,0
51185,1
297758,0
135891,0
177099,0
297285,0
126969,0
255281,0
16454,0
78178,0
299247,0
385626,0
315844,0
87962,0
49252,0
262492,0
361947,0
211723,0
177476,0
214695,0
73627,0
131776,0
343142,0
348949,0
232823,0
318049,0
115515,0
270736,0
117457,1
157954,0
57254,0
346785,0
249895,0
295777,0
343065,0
165464,1
364929,0
78017,0
275728,0
203137,0
338314,0
357625,0
260086,0
253645,0
120008,0
41359,0
336064,0
80625,0
197611,0
169120,0
51558,0
274601,0
305275,0
363824,0
314710,0
382325,0
350461,0
57834,0
51148,0
383058,0
380647,0
36901,0
119876,0
17602,0
351062,0
29599,0
161857,0
210642,0
146409,0
134257,0
319065,0
292805,0
353576,0
229673,0
189208,0
219674,0
270084,0
373640,0
307325,0
267756,0
194501,0
15577,0
34603,0
122782,0
115398,0
314647,0
382140,0
206305,0
92580,0
372746,0
264095,0
385640,0
103932,0
93731,0
246283,0
196460,0
204289,0
107078,0
213619,0
63984,0
204111,0
269101,0
353842,0
91678,0
24318,0
344122,0
56000,0
65343,0
256458,0
331197,0
352348,0
5306,0
98062,0
363867,0
5680,0
107054,0
255076,0
18880,0
319434,0
319134,0
53562,0
142623,0
116580,0
291630,0
205275,0
88379,0
120640,0
131181,0
301583,0
75564,0
59587,0
306735,0
256736,0
276041,0
24447,0
312686,0
104779,0
332876,0
232342,0
210341,1
219560,0
263885,0
64861,0
129695,0
270852,0
392282,0
300970,0
292878,0
21315,0
235588,0
381106,0
73510,0
79828,0
281009,0
173842,0
14815,0
339990,1
95458,0
271039,0
146797,0
197464,0
186808,0
102068,0
246367,0
319883,0
375016,0
252659,0
160230,0
205585,0
167658,0
24728,0
308864,0
80580,0
392778,0
255464,0
293242,0
318667,0
253685,0
45763,0
340254,0
273417,0
19562,0
234511,0
277099,0
108858,0
159067,0
65191,0
190439,0
254440,0
